"global_step","DRRandom_04-01-36-40 - _step","DRRandom_04-01-36-40 - _step__MIN","DRRandom_04-01-36-40 - _step__MAX","DRRandom_04-01-36-40 - episode_lengths/step","DRRandom_04-01-36-40 - episode_lengths/step__MIN","DRRandom_04-01-36-40 - episode_lengths/step__MAX"
"70254592","539","539","539","51.54168701171875","51.54168701171875","51.54168701171875"
"70778880","543","543","543","55.052005767822266","55.052005767822266","55.052005767822266"
"71303168","547","547","547","58.09518051147461","58.09518051147461","58.09518051147461"
"71827456","551","551","551","57.20201110839844","57.20201110839844","57.20201110839844"
"72351744","555","555","555","53.86937713623047","53.86937713623047","53.86937713623047"
"72876032","559","559","559","55.11094665527344","55.11094665527344","55.11094665527344"
"73400320","563","563","563","58.43466567993164","58.43466567993164","58.43466567993164"
"73924608","567","567","567","54.82294464111328","54.82294464111328","54.82294464111328"
"74448896","571","571","571","56.447601318359375","56.447601318359375","56.447601318359375"
"74973184","575","575","575","52.176692962646484","52.176692962646484","52.176692962646484"
"75497472","579","579","579","53.669734954833984","53.669734954833984","53.669734954833984"
"76021760","583","583","583","57.25029754638672","57.25029754638672","57.25029754638672"
"76546048","587","587","587","56.82904052734375","56.82904052734375","56.82904052734375"
"77070336","591","591","591","56.542327880859375","56.542327880859375","56.542327880859375"
"77594624","595","595","595","54.76693344116211","54.76693344116211","54.76693344116211"
"78118912","599","599","599","58.120906829833984","58.120906829833984","58.120906829833984"
"78643200","603","603","603","55.33457565307617","55.33457565307617","55.33457565307617"
"79167488","607","607","607","55.98371124267578","55.98371124267578","55.98371124267578"
"79691776","611","611","611","51.96614074707031","51.96614074707031","51.96614074707031"
"80216064","615","615","615","54.28235626220703","54.28235626220703","54.28235626220703"
"80740352","619","619","619","54.47388458251953","54.47388458251953","54.47388458251953"
"81264640","623","623","623","53.836219787597656","53.836219787597656","53.836219787597656"
"81788928","627","627","627","56.942440032958984","56.942440032958984","56.942440032958984"
"82313216","631","631","631","54.83799743652344","54.83799743652344","54.83799743652344"
"82837504","635","635","635","53.21935272216797","53.21935272216797","53.21935272216797"
"83361792","639","639","639","54.1475830078125","54.1475830078125","54.1475830078125"
"83886080","643","643","643","54.92839813232422","54.92839813232422","54.92839813232422"
"84410368","647","647","647","56.135379791259766","56.135379791259766","56.135379791259766"
"84934656","651","651","651","56.627586364746094","56.627586364746094","56.627586364746094"
"85458944","655","655","655","55.115970611572266","55.115970611572266","55.115970611572266"
"85983232","659","659","659","57.38220977783203","57.38220977783203","57.38220977783203"
"86507520","663","663","663","58.321556091308594","58.321556091308594","58.321556091308594"
"87031808","667","667","667","54.38328552246094","54.38328552246094","54.38328552246094"
"87556096","671","671","671","57.26757049560547","57.26757049560547","57.26757049560547"
"88080384","675","675","675","58.428226470947266","58.428226470947266","58.428226470947266"
"88604672","679","679","679","55.54804611206055","55.54804611206055","55.54804611206055"
"89128960","683","683","683","59.37060546875","59.37060546875","59.37060546875"
"89653248","687","687","687","55.74885559082031","55.74885559082031","55.74885559082031"
"90177536","691","691","691","57.22025680541992","57.22025680541992","57.22025680541992"
"90701824","695","695","695","54.36190414428711","54.36190414428711","54.36190414428711"
"91226112","699","699","699","54.134334564208984","54.134334564208984","54.134334564208984"
"91750400","703","703","703","56.25709533691406","56.25709533691406","56.25709533691406"
"92274688","707","707","707","53.76372528076172","53.76372528076172","53.76372528076172"
"92798976","711","711","711","54.76603317260742","54.76603317260742","54.76603317260742"
"93323264","715","715","715","55.756996154785156","55.756996154785156","55.756996154785156"
"93847552","719","719","719","53.044212341308594","53.044212341308594","53.044212341308594"
"94371840","723","723","723","51.68387222290039","51.68387222290039","51.68387222290039"
"94896128","727","727","727","54.99467086791992","54.99467086791992","54.99467086791992"
"95420416","731","731","731","57.56486511230469","57.56486511230469","57.56486511230469"
"95944704","735","735","735","53.54360580444336","53.54360580444336","53.54360580444336"
"96468992","739","739","739","53.57935333251953","53.57935333251953","53.57935333251953"
"96993280","743","743","743","53.70418930053711","53.70418930053711","53.70418930053711"
"97517568","747","747","747","55.07126998901367","55.07126998901367","55.07126998901367"
"98041856","751","751","751","53.13759994506836","53.13759994506836","53.13759994506836"
"98566144","755","755","755","53.9378547668457","53.9378547668457","53.9378547668457"
"99090432","759","759","759","53.468074798583984","53.468074798583984","53.468074798583984"
"99614720","763","763","763","56.838924407958984","56.838924407958984","56.838924407958984"
"100139008","767","767","767","59.38041305541992","59.38041305541992","59.38041305541992"
"100663296","771","771","771","53.74677658081055","53.74677658081055","53.74677658081055"
"101187584","775","775","775","57.03127670288086","57.03127670288086","57.03127670288086"
"101711872","779","779","779","53.97590637207031","53.97590637207031","53.97590637207031"
"102236160","783","783","783","55.676849365234375","55.676849365234375","55.676849365234375"
"102760448","787","787","787","53.16404342651367","53.16404342651367","53.16404342651367"
"103284736","791","791","791","55.40207290649414","55.40207290649414","55.40207290649414"
"103809024","795","795","795","52.561912536621094","52.561912536621094","52.561912536621094"
"104333312","799","799","799","52.78872299194336","52.78872299194336","52.78872299194336"
"104857600","803","803","803","54.947776794433594","54.947776794433594","54.947776794433594"
"105381888","807","807","807","53.62624740600586","53.62624740600586","53.62624740600586"
"105906176","811","811","811","55.89345169067383","55.89345169067383","55.89345169067383"
"106430464","815","815","815","53.0533447265625","53.0533447265625","53.0533447265625"
"106954752","819","819","819","54.876522064208984","54.876522064208984","54.876522064208984"
"107479040","823","823","823","56.26941680908203","56.26941680908203","56.26941680908203"
"108003328","827","827","827","56.65855407714844","56.65855407714844","56.65855407714844"
"108527616","831","831","831","55.48557662963867","55.48557662963867","55.48557662963867"
"109051904","835","835","835","59.9107780456543","59.9107780456543","59.9107780456543"
"109576192","839","839","839","57.12611770629883","57.12611770629883","57.12611770629883"
"110100480","843","843","843","55.75122833251953","55.75122833251953","55.75122833251953"
"110624768","847","847","847","55.76258850097656","55.76258850097656","55.76258850097656"
"111149056","851","851","851","55.871063232421875","55.871063232421875","55.871063232421875"
"111673344","855","855","855","57.6172981262207","57.6172981262207","57.6172981262207"
"112197632","859","859","859","57.02699661254883","57.02699661254883","57.02699661254883"
"112721920","863","863","863","59.99913787841797","59.99913787841797","59.99913787841797"
"113246208","867","867","867","59.573299407958984","59.573299407958984","59.573299407958984"
"113770496","871","871","871","54.82742691040039","54.82742691040039","54.82742691040039"
"114294784","875","875","875","57.50784683227539","57.50784683227539","57.50784683227539"
"114819072","879","879","879","55.144657135009766","55.144657135009766","55.144657135009766"
"115343360","883","883","883","56.378265380859375","56.378265380859375","56.378265380859375"
"115867648","887","887","887","56.95456314086914","56.95456314086914","56.95456314086914"
"116391936","891","891","891","51.97715759277344","51.97715759277344","51.97715759277344"
"116916224","895","895","895","53.57731246948242","53.57731246948242","53.57731246948242"
"117440512","899","899","899","55.30495071411133","55.30495071411133","55.30495071411133"
"117964800","903","903","903","52.25337600708008","52.25337600708008","52.25337600708008"
"118489088","907","907","907","59.18804931640625","59.18804931640625","59.18804931640625"
"119013376","911","911","911","56.05707550048828","56.05707550048828","56.05707550048828"
"119537664","915","915","915","54.34000778198242","54.34000778198242","54.34000778198242"
"120061952","919","919","919","55.87764358520508","55.87764358520508","55.87764358520508"
"120586240","923","923","923","54.617347717285156","54.617347717285156","54.617347717285156"
"121110528","927","927","927","52.8010139465332","52.8010139465332","52.8010139465332"
"121634816","931","931","931","55.61173629760742","55.61173629760742","55.61173629760742"
"122159104","935","935","935","54.61643600463867","54.61643600463867","54.61643600463867"
"122683392","939","939","939","57.01868438720703","57.01868438720703","57.01868438720703"
"123207680","943","943","943","59.13240051269531","59.13240051269531","59.13240051269531"
"123731968","947","947","947","54.81086349487305","54.81086349487305","54.81086349487305"
"124256256","951","951","951","54.99141311645508","54.99141311645508","54.99141311645508"
"124780544","955","955","955","56.168739318847656","56.168739318847656","56.168739318847656"
"125304832","959","959","959","56.21263885498047","56.21263885498047","56.21263885498047"
"125829120","963","963","963","57.65719985961914","57.65719985961914","57.65719985961914"
"126353408","967","967","967","54.74425506591797","54.74425506591797","54.74425506591797"
"126877696","971","971","971","58.40815734863281","58.40815734863281","58.40815734863281"
"127401984","975","975","975","55.94773483276367","55.94773483276367","55.94773483276367"
"127926272","979","979","979","51.67703628540039","51.67703628540039","51.67703628540039"
"128450560","983","983","983","52.1243896484375","52.1243896484375","52.1243896484375"
"128974848","987","987","987","57.31809997558594","57.31809997558594","57.31809997558594"
"129499136","991","991","991","54.91078567504883","54.91078567504883","54.91078567504883"
"130023424","995","995","995","53.02058792114258","53.02058792114258","53.02058792114258"
"130547712","999","999","999","55.091278076171875","55.091278076171875","55.091278076171875"
"131072000","1003","1003","1003","56.63490676879883","56.63490676879883","56.63490676879883"
"131596288","1007","1007","1007","52.30791473388672","52.30791473388672","52.30791473388672"
"132120576","1011","1011","1011","53.592498779296875","53.592498779296875","53.592498779296875"
"132644864","1015","1015","1015","51.70012664794922","51.70012664794922","51.70012664794922"
"133169152","1019","1019","1019","54.7945556640625","54.7945556640625","54.7945556640625"
"133693440","1023","1023","1023","55.46860885620117","55.46860885620117","55.46860885620117"
"134217728","1027","1027","1027","51.22406768798828","51.22406768798828","51.22406768798828"
"134742016","1031","1031","1031","53.825687408447266","53.825687408447266","53.825687408447266"
"135266304","1035","1035","1035","52.76879119873047","52.76879119873047","52.76879119873047"
"135790592","1039","1039","1039","55.31688690185547","55.31688690185547","55.31688690185547"
"136314880","1043","1043","1043","54.36344528198242","54.36344528198242","54.36344528198242"
"136839168","1047","1047","1047","55.621219635009766","55.621219635009766","55.621219635009766"
"137363456","1051","1051","1051","55.64823913574219","55.64823913574219","55.64823913574219"
"137887744","1055","1055","1055","53.90279769897461","53.90279769897461","53.90279769897461"
"138412032","1059","1059","1059","53.41330337524414","53.41330337524414","53.41330337524414"
"138936320","1063","1063","1063","52.82585906982422","52.82585906982422","52.82585906982422"
"139460608","1067","1067","1067","59.7662353515625","59.7662353515625","59.7662353515625"
"139984896","1071","1071","1071","51.1325569152832","51.1325569152832","51.1325569152832"
"140509184","1075","1075","1075","55.56426239013672","55.56426239013672","55.56426239013672"
"141033472","1079","1079","1079","54.46338653564453","54.46338653564453","54.46338653564453"
"141557760","1083","1083","1083","56.41911315917969","56.41911315917969","56.41911315917969"
"142082048","1087","1087","1087","56.20288848876953","56.20288848876953","56.20288848876953"
"142606336","1091","1091","1091","52.34842300415039","52.34842300415039","52.34842300415039"
"143130624","1095","1095","1095","55.21105194091797","55.21105194091797","55.21105194091797"
"143654912","1099","1099","1099","55.65037536621094","55.65037536621094","55.65037536621094"
"144179200","1103","1103","1103","56.759437561035156","56.759437561035156","56.759437561035156"
"144703488","1107","1107","1107","55.62010192871094","55.62010192871094","55.62010192871094"
"145227776","1111","1111","1111","54.94300079345703","54.94300079345703","54.94300079345703"
"145752064","1115","1115","1115","54.28123092651367","54.28123092651367","54.28123092651367"
"146276352","1119","1119","1119","55.955467224121094","55.955467224121094","55.955467224121094"
"146800640","1123","1123","1123","53.397274017333984","53.397274017333984","53.397274017333984"
"147324928","1127","1127","1127","55.27056121826172","55.27056121826172","55.27056121826172"
"147849216","1131","1131","1131","56.73810577392578","56.73810577392578","56.73810577392578"
"148373504","1135","1135","1135","54.49154281616211","54.49154281616211","54.49154281616211"
"148897792","1139","1139","1139","57.10354232788086","57.10354232788086","57.10354232788086"
"149422080","1143","1143","1143","56.54018783569336","56.54018783569336","56.54018783569336"
"149946368","1147","1147","1147","53.321800231933594","53.321800231933594","53.321800231933594"
"150470656","1151","1151","1151","55.55837631225586","55.55837631225586","55.55837631225586"
"150994944","1155","1155","1155","57.4149169921875","57.4149169921875","57.4149169921875"
"151519232","1159","1159","1159","54.22358322143555","54.22358322143555","54.22358322143555"
"152043520","1163","1163","1163","57.54444885253906","57.54444885253906","57.54444885253906"
"152567808","1167","1167","1167","56.3275032043457","56.3275032043457","56.3275032043457"
"153092096","1171","1171","1171","55.16183853149414","55.16183853149414","55.16183853149414"
"153616384","1175","1175","1175","54.02752685546875","54.02752685546875","54.02752685546875"
"154140672","1179","1179","1179","55.90492630004883","55.90492630004883","55.90492630004883"
"154664960","1183","1183","1183","58.14524841308594","58.14524841308594","58.14524841308594"
"155189248","1187","1187","1187","56.4898567199707","56.4898567199707","56.4898567199707"
"155713536","1191","1191","1191","55.386356353759766","55.386356353759766","55.386356353759766"
"156237824","1195","1195","1195","56.17142105102539","56.17142105102539","56.17142105102539"
"156762112","1199","1199","1199","58.23343276977539","58.23343276977539","58.23343276977539"
"157286400","1203","1203","1203","57.066444396972656","57.066444396972656","57.066444396972656"
"157810688","1207","1207","1207","55.581199645996094","55.581199645996094","55.581199645996094"
"158334976","1211","1211","1211","55.29412078857422","55.29412078857422","55.29412078857422"
"158859264","1215","1215","1215","56.28982925415039","56.28982925415039","56.28982925415039"
"159383552","1219","1219","1219","57.41342544555664","57.41342544555664","57.41342544555664"
"159907840","1223","1223","1223","57.22916793823242","57.22916793823242","57.22916793823242"
"160432128","1227","1227","1227","56.214046478271484","56.214046478271484","56.214046478271484"
"160956416","1231","1231","1231","57.47529220581055","57.47529220581055","57.47529220581055"
"161480704","1235","1235","1235","56.708396911621094","56.708396911621094","56.708396911621094"
"162004992","1239","1239","1239","59.79405212402344","59.79405212402344","59.79405212402344"
"162529280","1243","1243","1243","60.01500701904297","60.01500701904297","60.01500701904297"
"163053568","1247","1247","1247","57.734310150146484","57.734310150146484","57.734310150146484"
"163577856","1251","1251","1251","56.58372497558594","56.58372497558594","56.58372497558594"
"164102144","1255","1255","1255","56.34893035888672","56.34893035888672","56.34893035888672"
"164626432","1259","1259","1259","56.84306335449219","56.84306335449219","56.84306335449219"
"165150720","1263","1263","1263","58.33332061767578","58.33332061767578","58.33332061767578"
"165675008","1267","1267","1267","55.69057083129883","55.69057083129883","55.69057083129883"
"166199296","1271","1271","1271","57.53445053100586","57.53445053100586","57.53445053100586"
"166723584","1275","1275","1275","59.34804153442383","59.34804153442383","59.34804153442383"
"167247872","1279","1279","1279","58.04621124267578","58.04621124267578","58.04621124267578"
"167772160","1283","1283","1283","57.69853210449219","57.69853210449219","57.69853210449219"
"168296448","1287","1287","1287","56.20775604248047","56.20775604248047","56.20775604248047"
"168820736","1291","1291","1291","55.97829055786133","55.97829055786133","55.97829055786133"
"169345024","1295","1295","1295","54.89008331298828","54.89008331298828","54.89008331298828"
"169869312","1299","1299","1299","58.13859558105469","58.13859558105469","58.13859558105469"
"170393600","1303","1303","1303","54.07334899902344","54.07334899902344","54.07334899902344"
"170917888","1307","1307","1307","54.647796630859375","54.647796630859375","54.647796630859375"
"171442176","1311","1311","1311","56.80205535888672","56.80205535888672","56.80205535888672"
"171966464","1315","1315","1315","59.18836212158203","59.18836212158203","59.18836212158203"
"172490752","1319","1319","1319","57.78115463256836","57.78115463256836","57.78115463256836"
"173015040","1323","1323","1323","56.525672912597656","56.525672912597656","56.525672912597656"
"173539328","1327","1327","1327","54.6531867980957","54.6531867980957","54.6531867980957"
"174063616","1331","1331","1331","55.537479400634766","55.537479400634766","55.537479400634766"
"174587904","1335","1335","1335","58.8180046081543","58.8180046081543","58.8180046081543"
"175112192","1339","1339","1339","57.9908332824707","57.9908332824707","57.9908332824707"
"175636480","1343","1343","1343","58.155731201171875","58.155731201171875","58.155731201171875"
"176160768","1347","1347","1347","55.59607696533203","55.59607696533203","55.59607696533203"
"176685056","1351","1351","1351","56.77947998046875","56.77947998046875","56.77947998046875"
"177209344","1355","1355","1355","56.60075378417969","56.60075378417969","56.60075378417969"
"177733632","1359","1359","1359","54.67876434326172","54.67876434326172","54.67876434326172"
"178257920","1363","1363","1363","58.99138641357422","58.99138641357422","58.99138641357422"
"178782208","1367","1367","1367","57.414852142333984","57.414852142333984","57.414852142333984"
"179306496","1371","1371","1371","57.53254699707031","57.53254699707031","57.53254699707031"
"179830784","1375","1375","1375","55.69622802734375","55.69622802734375","55.69622802734375"
"180355072","1379","1379","1379","56.8375129699707","56.8375129699707","56.8375129699707"
"180879360","1383","1383","1383","56.99812316894531","56.99812316894531","56.99812316894531"
"181403648","1387","1387","1387","61.13040542602539","61.13040542602539","61.13040542602539"
"181927936","1391","1391","1391","55.373714447021484","55.373714447021484","55.373714447021484"
"182452224","1395","1395","1395","56.35654830932617","56.35654830932617","56.35654830932617"
"182976512","1399","1399","1399","57.88974380493164","57.88974380493164","57.88974380493164"
"183500800","1403","1403","1403","58.537322998046875","58.537322998046875","58.537322998046875"
"184025088","1407","1407","1407","59.67573547363281","59.67573547363281","59.67573547363281"
"184549376","1411","1411","1411","57.60582733154297","57.60582733154297","57.60582733154297"
"185073664","1415","1415","1415","58.77989196777344","58.77989196777344","58.77989196777344"
"185597952","1419","1419","1419","59.150169372558594","59.150169372558594","59.150169372558594"
"186122240","1423","1423","1423","58.58348846435547","58.58348846435547","58.58348846435547"
"186646528","1427","1427","1427","59.304290771484375","59.304290771484375","59.304290771484375"
"187170816","1431","1431","1431","59.8878173828125","59.8878173828125","59.8878173828125"
"187695104","1435","1435","1435","57.57251739501953","57.57251739501953","57.57251739501953"
"188219392","1439","1439","1439","60.86934280395508","60.86934280395508","60.86934280395508"
"188743680","1443","1443","1443","59.64753341674805","59.64753341674805","59.64753341674805"
"189267968","1447","1447","1447","58.92128372192383","58.92128372192383","58.92128372192383"
"189792256","1451","1451","1451","58.636375427246094","58.636375427246094","58.636375427246094"
"190316544","1455","1455","1455","60.05632019042969","60.05632019042969","60.05632019042969"
"190840832","1459","1459","1459","59.3383674621582","59.3383674621582","59.3383674621582"
"191365120","1463","1463","1463","58.66619110107422","58.66619110107422","58.66619110107422"
"191889408","1467","1467","1467","56.76365661621094","56.76365661621094","56.76365661621094"
"192413696","1471","1471","1471","60.711097717285156","60.711097717285156","60.711097717285156"
"192937984","1475","1475","1475","58.15534591674805","58.15534591674805","58.15534591674805"
"193462272","1479","1479","1479","60.58076095581055","60.58076095581055","60.58076095581055"
"193986560","1483","1483","1483","57.70038986206055","57.70038986206055","57.70038986206055"
