"global_step","DRRandom_30-14-12-24 - _step","DRRandom_30-14-12-24 - _step__MIN","DRRandom_30-14-12-24 - _step__MAX","DRRandom_30-14-12-24 - episode_lengths/step","DRRandom_30-14-12-24 - episode_lengths/step__MIN","DRRandom_30-14-12-24 - episode_lengths/step__MAX"
"188416000","463","463","463","52.86435317993164","52.86435317993164","52.86435317993164"
"190054400","467","467","467","52.14714813232422","52.14714813232422","52.14714813232422"
"191692800","471","471","471","52.54629135131836","52.54629135131836","52.54629135131836"
"193331200","475","475","475","52.140625","52.140625","52.140625"
"194969600","479","479","479","52.1446533203125","52.1446533203125","52.1446533203125"
"196608000","483","483","483","52.090633392333984","52.090633392333984","52.090633392333984"
"198246400","487","487","487","52.179813385009766","52.179813385009766","52.179813385009766"
"199884800","491","491","491","51.175437927246094","51.175437927246094","51.175437927246094"
"201523200","495","495","495","51.74534225463867","51.74534225463867","51.74534225463867"
"203161600","499","499","499","51.06148910522461","51.06148910522461","51.06148910522461"
"204800000","503","503","503","51.99074172973633","51.99074172973633","51.99074172973633"
"206438400","507","507","507","51.89329147338867","51.89329147338867","51.89329147338867"
"208076800","511","511","511","50.51334762573242","50.51334762573242","50.51334762573242"
"209715200","515","515","515","50.297122955322266","50.297122955322266","50.297122955322266"
"211353600","519","519","519","50.17133712768555","50.17133712768555","50.17133712768555"
"212992000","523","523","523","50.80644989013672","50.80644989013672","50.80644989013672"
"214630400","527","527","527","51.15658950805664","51.15658950805664","51.15658950805664"
"216268800","531","531","531","50.83713150024414","50.83713150024414","50.83713150024414"
"217907200","535","535","535","50.18012619018555","50.18012619018555","50.18012619018555"
"219545600","539","539","539","49.24534225463867","49.24534225463867","49.24534225463867"
"221184000","543","543","543","49.288230895996094","49.288230895996094","49.288230895996094"
"222822400","547","547","547","49.34590530395508","49.34590530395508","49.34590530395508"
"224460800","551","551","551","50.47230529785156","50.47230529785156","50.47230529785156"
"226099200","555","555","555","49.4588623046875","49.4588623046875","49.4588623046875"
"227737600","559","559","559","50.04985427856445","50.04985427856445","50.04985427856445"
"229376000","563","563","563","50.64847946166992","50.64847946166992","50.64847946166992"
"231014400","567","567","567","49.56626510620117","49.56626510620117","49.56626510620117"
"232652800","571","571","571","49.307186126708984","49.307186126708984","49.307186126708984"
"234291200","575","575","575","48.80516052246094","48.80516052246094","48.80516052246094"
"235929600","579","579","579","49.97522735595703","49.97522735595703","49.97522735595703"
"237568000","583","583","583","47.92452621459961","47.92452621459961","47.92452621459961"
"239206400","587","587","587","48.69781494140625","48.69781494140625","48.69781494140625"
"240844800","591","591","591","49.050559997558594","49.050559997558594","49.050559997558594"
"242483200","595","595","595","48.47431945800781","48.47431945800781","48.47431945800781"
"244121600","599","599","599","49.24793243408203","49.24793243408203","49.24793243408203"
