"global_step","DRRandom_04-01-36-40 - _step","DRRandom_04-01-36-40 - _step__MIN","DRRandom_04-01-36-40 - _step__MAX","DRRandom_04-01-36-40 - rewards/collision/step","DRRandom_04-01-36-40 - rewards/collision/step__MIN","DRRandom_04-01-36-40 - rewards/collision/step__MAX"
"25165824","195","195","195","-9.179900169372559","-9.179900169372559","-9.179900169372559"
"25690112","199","199","199","-9.356606483459473","-9.356606483459473","-9.356606483459473"
"26214400","203","203","203","-8.666827201843262","-8.666827201843262","-8.666827201843262"
"26738688","207","207","207","-9.124837875366211","-9.124837875366211","-9.124837875366211"
"27262976","211","211","211","-9.170819282531738","-9.170819282531738","-9.170819282531738"
"27787264","215","215","215","-9.066462516784668","-9.066462516784668","-9.066462516784668"
"28311552","219","219","219","-8.431180953979492","-8.431180953979492","-8.431180953979492"
"28835840","223","223","223","-8.78959846496582","-8.78959846496582","-8.78959846496582"
"29360128","227","227","227","-8.41519546508789","-8.41519546508789","-8.41519546508789"
"29884416","231","231","231","-8.597110748291016","-8.597110748291016","-8.597110748291016"
"30408704","235","235","235","-8.30621337890625","-8.30621337890625","-8.30621337890625"
"30932992","239","239","239","-8.922492027282715","-8.922492027282715","-8.922492027282715"
"31457280","243","243","243","-8.91647720336914","-8.91647720336914","-8.91647720336914"
"31981568","247","247","247","-8.888541221618652","-8.888541221618652","-8.888541221618652"
"32505856","251","251","251","-9.02493953704834","-9.02493953704834","-9.02493953704834"
"33030144","255","255","255","-8.703207015991211","-8.703207015991211","-8.703207015991211"
"33554432","259","259","259","-8.286286354064941","-8.286286354064941","-8.286286354064941"
"34078720","263","263","263","-8.835113525390625","-8.835113525390625","-8.835113525390625"
"34603008","267","267","267","-8.46471881866455","-8.46471881866455","-8.46471881866455"
"35127296","271","271","271","-8.196759223937988","-8.196759223937988","-8.196759223937988"
"35651584","275","275","275","-8.489686012268066","-8.489686012268066","-8.489686012268066"
"36175872","279","279","279","-8.311279296875","-8.311279296875","-8.311279296875"
"36700160","283","283","283","-8.027563095092773","-8.027563095092773","-8.027563095092773"
"37224448","287","287","287","-7.836814880371094","-7.836814880371094","-7.836814880371094"
"37748736","291","291","291","-7.809538841247559","-7.809538841247559","-7.809538841247559"
"38273024","295","295","295","-7.795563697814941","-7.795563697814941","-7.795563697814941"
"38797312","299","299","299","-8.258774757385254","-8.258774757385254","-8.258774757385254"
"39321600","303","303","303","-8.438544273376465","-8.438544273376465","-8.438544273376465"
"39845888","307","307","307","-7.85377311706543","-7.85377311706543","-7.85377311706543"
"40370176","311","311","311","-8.168079376220703","-8.168079376220703","-8.168079376220703"
"40894464","315","315","315","-8.096928596496582","-8.096928596496582","-8.096928596496582"
"41418752","319","319","319","-7.37039041519165","-7.37039041519165","-7.37039041519165"
"41943040","323","323","323","-8.036718368530273","-8.036718368530273","-8.036718368530273"
"42467328","327","327","327","-7.58516788482666","-7.58516788482666","-7.58516788482666"
"42991616","331","331","331","-7.963348388671875","-7.963348388671875","-7.963348388671875"
"43515904","335","335","335","-7.634610652923584","-7.634610652923584","-7.634610652923584"
"44040192","339","339","339","-7.5532355308532715","-7.5532355308532715","-7.5532355308532715"
"44564480","343","343","343","-7.674378395080566","-7.674378395080566","-7.674378395080566"
"45088768","347","347","347","-7.092195987701416","-7.092195987701416","-7.092195987701416"
"45613056","351","351","351","-7.828216552734375","-7.828216552734375","-7.828216552734375"
"46137344","355","355","355","-7.717631816864014","-7.717631816864014","-7.717631816864014"
"46661632","359","359","359","-8.148951530456543","-8.148951530456543","-8.148951530456543"
"47185920","363","363","363","-8.472125053405762","-8.472125053405762","-8.472125053405762"
"47710208","367","367","367","-7.277010440826416","-7.277010440826416","-7.277010440826416"
"48234496","371","371","371","-6.792895317077637","-6.792895317077637","-6.792895317077637"
"48758784","375","375","375","-7.153288841247559","-7.153288841247559","-7.153288841247559"
"49283072","379","379","379","-7.542932033538818","-7.542932033538818","-7.542932033538818"
"49807360","383","383","383","-7.060571193695068","-7.060571193695068","-7.060571193695068"
"50331648","387","387","387","-7.189024925231934","-7.189024925231934","-7.189024925231934"
"50855936","391","391","391","-7.270157814025879","-7.270157814025879","-7.270157814025879"
"51380224","395","395","395","-7.827589511871338","-7.827589511871338","-7.827589511871338"
"51904512","399","399","399","-7.210005283355713","-7.210005283355713","-7.210005283355713"
"52428800","403","403","403","-6.797995567321777","-6.797995567321777","-6.797995567321777"
"52953088","407","407","407","-7.406902313232422","-7.406902313232422","-7.406902313232422"
"53477376","411","411","411","-7.4502105712890625","-7.4502105712890625","-7.4502105712890625"
"54001664","415","415","415","-6.259567737579346","-6.259567737579346","-6.259567737579346"
"54525952","419","419","419","-6.861742973327637","-6.861742973327637","-6.861742973327637"
"55050240","423","423","423","-7.007745265960693","-7.007745265960693","-7.007745265960693"
"55574528","427","427","427","-6.969524383544922","-6.969524383544922","-6.969524383544922"
"56098816","431","431","431","-6.635502815246582","-6.635502815246582","-6.635502815246582"
"56623104","435","435","435","-6.214888572692871","-6.214888572692871","-6.214888572692871"
"57147392","439","439","439","-7.1418914794921875","-7.1418914794921875","-7.1418914794921875"
"57671680","443","443","443","-6.790219783782959","-6.790219783782959","-6.790219783782959"
"58195968","447","447","447","-6.868386745452881","-6.868386745452881","-6.868386745452881"
"58720256","451","451","451","-6.991228103637695","-6.991228103637695","-6.991228103637695"
"59244544","455","455","455","-7.08590030670166","-7.08590030670166","-7.08590030670166"
"59768832","459","459","459","-6.84920597076416","-6.84920597076416","-6.84920597076416"
"60293120","463","463","463","-6.679563999176025","-6.679563999176025","-6.679563999176025"
"60817408","467","467","467","-7.264965534210205","-7.264965534210205","-7.264965534210205"
"61341696","471","471","471","-6.5172858238220215","-6.5172858238220215","-6.5172858238220215"
"61865984","475","475","475","-7.013154029846191","-7.013154029846191","-7.013154029846191"
"62390272","479","479","479","-6.890408039093018","-6.890408039093018","-6.890408039093018"
"62914560","483","483","483","-6.213476657867432","-6.213476657867432","-6.213476657867432"
"63438848","487","487","487","-6.2182817459106445","-6.2182817459106445","-6.2182817459106445"
"63963136","491","491","491","-6.492876052856445","-6.492876052856445","-6.492876052856445"
"64487424","495","495","495","-6.572102069854736","-6.572102069854736","-6.572102069854736"
"65011712","499","499","499","-6.322445392608643","-6.322445392608643","-6.322445392608643"
"65536000","503","503","503","-6.149107933044434","-6.149107933044434","-6.149107933044434"
"66060288","507","507","507","-6.760223865509033","-6.760223865509033","-6.760223865509033"
"66584576","511","511","511","-5.836979866027832","-5.836979866027832","-5.836979866027832"
"67108864","515","515","515","-6.05949592590332","-6.05949592590332","-6.05949592590332"
"67633152","519","519","519","-7.003397464752197","-7.003397464752197","-7.003397464752197"
"68157440","523","523","523","-6.715593338012695","-6.715593338012695","-6.715593338012695"
"68681728","527","527","527","-6.754271507263184","-6.754271507263184","-6.754271507263184"
"69206016","531","531","531","-6.156022071838379","-6.156022071838379","-6.156022071838379"
"69730304","535","535","535","-6.319283485412598","-6.319283485412598","-6.319283485412598"
"70254592","539","539","539","-6.21744441986084","-6.21744441986084","-6.21744441986084"
"70778880","543","543","543","-6.66522741317749","-6.66522741317749","-6.66522741317749"
"71303168","547","547","547","-5.818639278411865","-5.818639278411865","-5.818639278411865"
"71827456","551","551","551","-5.540837287902832","-5.540837287902832","-5.540837287902832"
"72351744","555","555","555","-6.092514991760254","-6.092514991760254","-6.092514991760254"
"72876032","559","559","559","-6.138923168182373","-6.138923168182373","-6.138923168182373"
"73400320","563","563","563","-6.182028293609619","-6.182028293609619","-6.182028293609619"
"73924608","567","567","567","-6.087350368499756","-6.087350368499756","-6.087350368499756"
"74448896","571","571","571","-6.0269317626953125","-6.0269317626953125","-6.0269317626953125"
"74973184","575","575","575","-6.801143646240234","-6.801143646240234","-6.801143646240234"
"75497472","579","579","579","-6.239560604095459","-6.239560604095459","-6.239560604095459"
"76021760","583","583","583","-6.053619384765625","-6.053619384765625","-6.053619384765625"
"76546048","587","587","587","-5.630836009979248","-5.630836009979248","-5.630836009979248"
"77070336","591","591","591","-6.1125688552856445","-6.1125688552856445","-6.1125688552856445"
"77594624","595","595","595","-6.17673921585083","-6.17673921585083","-6.17673921585083"
"78118912","599","599","599","-5.9643778800964355","-5.9643778800964355","-5.9643778800964355"
"78643200","603","603","603","-5.752536296844482","-5.752536296844482","-5.752536296844482"
"79167488","607","607","607","-6.367559909820557","-6.367559909820557","-6.367559909820557"
"79691776","611","611","611","-6.0216288566589355","-6.0216288566589355","-6.0216288566589355"
"80216064","615","615","615","-5.782961368560791","-5.782961368560791","-5.782961368560791"
"80740352","619","619","619","-5.931070804595947","-5.931070804595947","-5.931070804595947"
"81264640","623","623","623","-6.30011510848999","-6.30011510848999","-6.30011510848999"
"81788928","627","627","627","-5.682901859283447","-5.682901859283447","-5.682901859283447"
"82313216","631","631","631","-5.648722171783447","-5.648722171783447","-5.648722171783447"
"82837504","635","635","635","-5.625759124755859","-5.625759124755859","-5.625759124755859"
"83361792","639","639","639","-5.4177350997924805","-5.4177350997924805","-5.4177350997924805"
"83886080","643","643","643","-5.47056770324707","-5.47056770324707","-5.47056770324707"
"84410368","647","647","647","-5.17848014831543","-5.17848014831543","-5.17848014831543"
"84934656","651","651","651","-5.861546993255615","-5.861546993255615","-5.861546993255615"
"85458944","655","655","655","-5.137368679046631","-5.137368679046631","-5.137368679046631"
"85983232","659","659","659","-5.809142112731934","-5.809142112731934","-5.809142112731934"
"86507520","663","663","663","-4.949546813964844","-4.949546813964844","-4.949546813964844"
"87031808","667","667","667","-4.972194194793701","-4.972194194793701","-4.972194194793701"
"87556096","671","671","671","-5.395167350769043","-5.395167350769043","-5.395167350769043"
"88080384","675","675","675","-4.6283979415893555","-4.6283979415893555","-4.6283979415893555"
"88604672","679","679","679","-5.1927361488342285","-5.1927361488342285","-5.1927361488342285"
"89128960","683","683","683","-5.104676246643066","-5.104676246643066","-5.104676246643066"
"89653248","687","687","687","-5.814145565032959","-5.814145565032959","-5.814145565032959"
"90177536","691","691","691","-5.177026271820068","-5.177026271820068","-5.177026271820068"
"90701824","695","695","695","-5.468333721160889","-5.468333721160889","-5.468333721160889"
"91226112","699","699","699","-5.445929527282715","-5.445929527282715","-5.445929527282715"
"91750400","703","703","703","-4.940840721130371","-4.940840721130371","-4.940840721130371"
"92274688","707","707","707","-5.441745281219482","-5.441745281219482","-5.441745281219482"
"92798976","711","711","711","-5.453848838806152","-5.453848838806152","-5.453848838806152"
"93323264","715","715","715","-5.156940937042236","-5.156940937042236","-5.156940937042236"
"93847552","719","719","719","-5.459362506866455","-5.459362506866455","-5.459362506866455"
"94371840","723","723","723","-5.7520623207092285","-5.7520623207092285","-5.7520623207092285"
"94896128","727","727","727","-5.469799041748047","-5.469799041748047","-5.469799041748047"
"95420416","731","731","731","-5.285676002502441","-5.285676002502441","-5.285676002502441"
"95944704","735","735","735","-5.140302658081055","-5.140302658081055","-5.140302658081055"
"96468992","739","739","739","-4.992669105529785","-4.992669105529785","-4.992669105529785"
"96993280","743","743","743","-5.687685012817383","-5.687685012817383","-5.687685012817383"
"97517568","747","747","747","-4.94851541519165","-4.94851541519165","-4.94851541519165"
"98041856","751","751","751","-5.473487377166748","-5.473487377166748","-5.473487377166748"
"98566144","755","755","755","-5.280390739440918","-5.280390739440918","-5.280390739440918"
"99090432","759","759","759","-5.785419940948486","-5.785419940948486","-5.785419940948486"
"99614720","763","763","763","-4.959272384643555","-4.959272384643555","-4.959272384643555"
"100139008","767","767","767","-4.655531406402588","-4.655531406402588","-4.655531406402588"
"100663296","771","771","771","-5.06303596496582","-5.06303596496582","-5.06303596496582"
"101187584","775","775","775","-5.183110237121582","-5.183110237121582","-5.183110237121582"
"101711872","779","779","779","-5.332927703857422","-5.332927703857422","-5.332927703857422"
"102236160","783","783","783","-5.052170276641846","-5.052170276641846","-5.052170276641846"
"102760448","787","787","787","-5.59745979309082","-5.59745979309082","-5.59745979309082"
"103284736","791","791","791","-4.705946922302246","-4.705946922302246","-4.705946922302246"
"103809024","795","795","795","-5.384334564208984","-5.384334564208984","-5.384334564208984"
"104333312","799","799","799","-5.294549465179443","-5.294549465179443","-5.294549465179443"
"104857600","803","803","803","-4.966794490814209","-4.966794490814209","-4.966794490814209"
"105381888","807","807","807","-5.131435394287109","-5.131435394287109","-5.131435394287109"
"105906176","811","811","811","-5.188973426818848","-5.188973426818848","-5.188973426818848"
"106430464","815","815","815","-4.930053234100342","-4.930053234100342","-4.930053234100342"
"106954752","819","819","819","-4.734565258026123","-4.734565258026123","-4.734565258026123"
"107479040","823","823","823","-4.869314670562744","-4.869314670562744","-4.869314670562744"
"108003328","827","827","827","-4.961503028869629","-4.961503028869629","-4.961503028869629"
"108527616","831","831","831","-4.989423751831055","-4.989423751831055","-4.989423751831055"
"109051904","835","835","835","-3.8522026538848877","-3.8522026538848877","-3.8522026538848877"
"109576192","839","839","839","-5.099425792694092","-5.099425792694092","-5.099425792694092"
"110100480","843","843","843","-5.269590854644775","-5.269590854644775","-5.269590854644775"
"110624768","847","847","847","-4.967761516571045","-4.967761516571045","-4.967761516571045"
"111149056","851","851","851","-5.08101749420166","-5.08101749420166","-5.08101749420166"
"111673344","855","855","855","-4.829315185546875","-4.829315185546875","-4.829315185546875"
"112197632","859","859","859","-5.200876235961914","-5.200876235961914","-5.200876235961914"
"112721920","863","863","863","-4.25569486618042","-4.25569486618042","-4.25569486618042"
"113246208","867","867","867","-4.796185493469238","-4.796185493469238","-4.796185493469238"
"113770496","871","871","871","-4.774853706359863","-4.774853706359863","-4.774853706359863"
"114294784","875","875","875","-4.641881465911865","-4.641881465911865","-4.641881465911865"
"114819072","879","879","879","-4.623525142669678","-4.623525142669678","-4.623525142669678"
"115343360","883","883","883","-4.902030944824219","-4.902030944824219","-4.902030944824219"
"115867648","887","887","887","-4.730027198791504","-4.730027198791504","-4.730027198791504"
"116391936","891","891","891","-5.16632080078125","-5.16632080078125","-5.16632080078125"
"116916224","895","895","895","-4.812100887298584","-4.812100887298584","-4.812100887298584"
"117440512","899","899","899","-4.428447723388672","-4.428447723388672","-4.428447723388672"
"117964800","903","903","903","-5.141603946685791","-5.141603946685791","-5.141603946685791"
"118489088","907","907","907","-5.474337577819824","-5.474337577819824","-5.474337577819824"
"119013376","911","911","911","-4.889243125915527","-4.889243125915527","-4.889243125915527"
"119537664","915","915","915","-4.8634562492370605","-4.8634562492370605","-4.8634562492370605"
"120061952","919","919","919","-3.8433949947357178","-3.8433949947357178","-3.8433949947357178"
"120586240","923","923","923","-4.201903820037842","-4.201903820037842","-4.201903820037842"
"121110528","927","927","927","-4.6757636070251465","-4.6757636070251465","-4.6757636070251465"
"121634816","931","931","931","-4.5287909507751465","-4.5287909507751465","-4.5287909507751465"
"122159104","935","935","935","-4.666049003601074","-4.666049003601074","-4.666049003601074"
"122683392","939","939","939","-4.337522983551025","-4.337522983551025","-4.337522983551025"
"123207680","943","943","943","-4.388852596282959","-4.388852596282959","-4.388852596282959"
"123731968","947","947","947","-4.725096225738525","-4.725096225738525","-4.725096225738525"
"124256256","951","951","951","-4.587471961975098","-4.587471961975098","-4.587471961975098"
"124780544","955","955","955","-4.741805553436279","-4.741805553436279","-4.741805553436279"
"125304832","959","959","959","-5.0047149658203125","-5.0047149658203125","-5.0047149658203125"
"125829120","963","963","963","-3.8311266899108887","-3.8311266899108887","-3.8311266899108887"
"126353408","967","967","967","-4.371734142303467","-4.371734142303467","-4.371734142303467"
"126877696","971","971","971","-4.212096214294434","-4.212096214294434","-4.212096214294434"
"127401984","975","975","975","-4.3661346435546875","-4.3661346435546875","-4.3661346435546875"
"127926272","979","979","979","-4.692439079284668","-4.692439079284668","-4.692439079284668"
"128450560","983","983","983","-4.865912914276123","-4.865912914276123","-4.865912914276123"
"128974848","987","987","987","-3.8741424083709717","-3.8741424083709717","-3.8741424083709717"
"129499136","991","991","991","-4.518064975738525","-4.518064975738525","-4.518064975738525"
"130023424","995","995","995","-4.307686805725098","-4.307686805725098","-4.307686805725098"
"130547712","999","999","999","-4.368228435516357","-4.368228435516357","-4.368228435516357"
"131072000","1003","1003","1003","-4.6626877784729","-4.6626877784729","-4.6626877784729"
"131596288","1007","1007","1007","-4.859768390655518","-4.859768390655518","-4.859768390655518"
"132120576","1011","1011","1011","-4.760822296142578","-4.760822296142578","-4.760822296142578"
"132644864","1015","1015","1015","-4.416811943054199","-4.416811943054199","-4.416811943054199"
"133169152","1019","1019","1019","-4.4574737548828125","-4.4574737548828125","-4.4574737548828125"
"133693440","1023","1023","1023","-4.949069499969482","-4.949069499969482","-4.949069499969482"
"134217728","1027","1027","1027","-4.662948131561279","-4.662948131561279","-4.662948131561279"
"134742016","1031","1031","1031","-4.573500156402588","-4.573500156402588","-4.573500156402588"
"135266304","1035","1035","1035","-5.369050025939941","-5.369050025939941","-5.369050025939941"
"135790592","1039","1039","1039","-4.1193461418151855","-4.1193461418151855","-4.1193461418151855"
"136314880","1043","1043","1043","-3.9631853103637695","-3.9631853103637695","-3.9631853103637695"
"136839168","1047","1047","1047","-3.997302532196045","-3.997302532196045","-3.997302532196045"
"137363456","1051","1051","1051","-3.912998914718628","-3.912998914718628","-3.912998914718628"
"137887744","1055","1055","1055","-4.737585544586182","-4.737585544586182","-4.737585544586182"
"138412032","1059","1059","1059","-3.679762840270996","-3.679762840270996","-3.679762840270996"
"138936320","1063","1063","1063","-4.3091840744018555","-4.3091840744018555","-4.3091840744018555"
"139460608","1067","1067","1067","-3.6116316318511963","-3.6116316318511963","-3.6116316318511963"
"139984896","1071","1071","1071","-4.849607467651367","-4.849607467651367","-4.849607467651367"
"140509184","1075","1075","1075","-4.503736972808838","-4.503736972808838","-4.503736972808838"
"141033472","1079","1079","1079","-5.197135925292969","-5.197135925292969","-5.197135925292969"
"141557760","1083","1083","1083","-4.308148384094238","-4.308148384094238","-4.308148384094238"
"142082048","1087","1087","1087","-4.151874542236328","-4.151874542236328","-4.151874542236328"
"142606336","1091","1091","1091","-4.839818477630615","-4.839818477630615","-4.839818477630615"
"143130624","1095","1095","1095","-4.645565509796143","-4.645565509796143","-4.645565509796143"
"143654912","1099","1099","1099","-3.810669183731079","-3.810669183731079","-3.810669183731079"
"144179200","1103","1103","1103","-4.071512222290039","-4.071512222290039","-4.071512222290039"
"144703488","1107","1107","1107","-4.071194171905518","-4.071194171905518","-4.071194171905518"
"145227776","1111","1111","1111","-4.233304500579834","-4.233304500579834","-4.233304500579834"
"145752064","1115","1115","1115","-4.5623626708984375","-4.5623626708984375","-4.5623626708984375"
"146276352","1119","1119","1119","-4.085054874420166","-4.085054874420166","-4.085054874420166"
"146800640","1123","1123","1123","-4.191879749298096","-4.191879749298096","-4.191879749298096"
"147324928","1127","1127","1127","-3.693333625793457","-3.693333625793457","-3.693333625793457"
"147849216","1131","1131","1131","-4.1124114990234375","-4.1124114990234375","-4.1124114990234375"
"148373504","1135","1135","1135","-4.413700580596924","-4.413700580596924","-4.413700580596924"
"148897792","1139","1139","1139","-3.699716806411743","-3.699716806411743","-3.699716806411743"
"149422080","1143","1143","1143","-3.739741802215576","-3.739741802215576","-3.739741802215576"
"149946368","1147","1147","1147","-3.3868932723999023","-3.3868932723999023","-3.3868932723999023"
"150470656","1151","1151","1151","-3.6126012802124023","-3.6126012802124023","-3.6126012802124023"
"150994944","1155","1155","1155","-3.460085868835449","-3.460085868835449","-3.460085868835449"
"151519232","1159","1159","1159","-4.275721073150635","-4.275721073150635","-4.275721073150635"
"152043520","1163","1163","1163","-3.4735476970672607","-3.4735476970672607","-3.4735476970672607"
"152567808","1167","1167","1167","-4.07192850112915","-4.07192850112915","-4.07192850112915"
"153092096","1171","1171","1171","-4.2152018547058105","-4.2152018547058105","-4.2152018547058105"
"153616384","1175","1175","1175","-4.414291858673096","-4.414291858673096","-4.414291858673096"
"154140672","1179","1179","1179","-3.94621205329895","-3.94621205329895","-3.94621205329895"
"154664960","1183","1183","1183","-3.7558226585388184","-3.7558226585388184","-3.7558226585388184"
"155189248","1187","1187","1187","-3.9257278442382812","-3.9257278442382812","-3.9257278442382812"
"155713536","1191","1191","1191","-4.250458240509033","-4.250458240509033","-4.250458240509033"
"156237824","1195","1195","1195","-3.6897246837615967","-3.6897246837615967","-3.6897246837615967"
"156762112","1199","1199","1199","-3.3784236907958984","-3.3784236907958984","-3.3784236907958984"
"157286400","1203","1203","1203","-3.827176332473755","-3.827176332473755","-3.827176332473755"
"157810688","1207","1207","1207","-3.9589550495147705","-3.9589550495147705","-3.9589550495147705"
"158334976","1211","1211","1211","-4.077770709991455","-4.077770709991455","-4.077770709991455"
"158859264","1215","1215","1215","-3.637303352355957","-3.637303352355957","-3.637303352355957"
"159383552","1219","1219","1219","-3.7946150302886963","-3.7946150302886963","-3.7946150302886963"
"159907840","1223","1223","1223","-3.1853103637695312","-3.1853103637695312","-3.1853103637695312"
"160432128","1227","1227","1227","-3.830914258956909","-3.830914258956909","-3.830914258956909"
"160956416","1231","1231","1231","-3.2758991718292236","-3.2758991718292236","-3.2758991718292236"
"161480704","1235","1235","1235","-3.834038257598877","-3.834038257598877","-3.834038257598877"
"162004992","1239","1239","1239","-2.742605209350586","-2.742605209350586","-2.742605209350586"
"162529280","1243","1243","1243","-3.7334768772125244","-3.7334768772125244","-3.7334768772125244"
"163053568","1247","1247","1247","-3.662966251373291","-3.662966251373291","-3.662966251373291"
"163577856","1251","1251","1251","-3.318852424621582","-3.318852424621582","-3.318852424621582"
"164102144","1255","1255","1255","-3.4500834941864014","-3.4500834941864014","-3.4500834941864014"
"164626432","1259","1259","1259","-3.497697353363037","-3.497697353363037","-3.497697353363037"
"165150720","1263","1263","1263","-3.43571138381958","-3.43571138381958","-3.43571138381958"
"165675008","1267","1267","1267","-3.4102675914764404","-3.4102675914764404","-3.4102675914764404"
"166199296","1271","1271","1271","-3.313722848892212","-3.313722848892212","-3.313722848892212"
"166723584","1275","1275","1275","-3.4593935012817383","-3.4593935012817383","-3.4593935012817383"
"167247872","1279","1279","1279","-3.274519920349121","-3.274519920349121","-3.274519920349121"
"167772160","1283","1283","1283","-3.128680944442749","-3.128680944442749","-3.128680944442749"
"168296448","1287","1287","1287","-3.5066893100738525","-3.5066893100738525","-3.5066893100738525"
"168820736","1291","1291","1291","-3.219996213912964","-3.219996213912964","-3.219996213912964"
"169345024","1295","1295","1295","-4.629025936126709","-4.629025936126709","-4.629025936126709"
"169869312","1299","1299","1299","-3.2230052947998047","-3.2230052947998047","-3.2230052947998047"
"170393600","1303","1303","1303","-3.2781126499176025","-3.2781126499176025","-3.2781126499176025"
"170917888","1307","1307","1307","-3.660203218460083","-3.660203218460083","-3.660203218460083"
"171442176","1311","1311","1311","-3.096933126449585","-3.096933126449585","-3.096933126449585"
"171966464","1315","1315","1315","-3.0776641368865967","-3.0776641368865967","-3.0776641368865967"
"172490752","1319","1319","1319","-2.957444906234741","-2.957444906234741","-2.957444906234741"
"173015040","1323","1323","1323","-3.030050277709961","-3.030050277709961","-3.030050277709961"
"173539328","1327","1327","1327","-3.251584768295288","-3.251584768295288","-3.251584768295288"
"174063616","1331","1331","1331","-3.6122243404388428","-3.6122243404388428","-3.6122243404388428"
"174587904","1335","1335","1335","-3.3043923377990723","-3.3043923377990723","-3.3043923377990723"
"175112192","1339","1339","1339","-2.9093518257141113","-2.9093518257141113","-2.9093518257141113"
"175636480","1343","1343","1343","-3.2345874309539795","-3.2345874309539795","-3.2345874309539795"
"176160768","1347","1347","1347","-3.1456313133239746","-3.1456313133239746","-3.1456313133239746"
"176685056","1351","1351","1351","-3.03552508354187","-3.03552508354187","-3.03552508354187"
"177209344","1355","1355","1355","-3.5365734100341797","-3.5365734100341797","-3.5365734100341797"
"177733632","1359","1359","1359","-3.475559711456299","-3.475559711456299","-3.475559711456299"
