"global_step","DRAsset_30-15-26-50 - _step","DRAsset_30-15-26-50 - _step__MIN","DRAsset_30-15-26-50 - _step__MAX","DRAsset_30-15-26-50 - episode_lengths/step","DRAsset_30-15-26-50 - episode_lengths/step__MIN","DRAsset_30-15-26-50 - episode_lengths/step__MAX"
"50790400","251","251","251","175","175","175"
"51609600","255","255","255","175","175","175"
"52428800","259","259","259","173.489990234375","173.489990234375","173.489990234375"
"53248000","263","263","263","174.97247314453125","174.97247314453125","174.97247314453125"
"54067200","267","267","267","173.80999755859375","173.80999755859375","173.80999755859375"
"54886400","271","271","271","174.8558349609375","174.8558349609375","174.8558349609375"
"55705600","275","275","275","174.97169494628906","174.97169494628906","174.97169494628906"
"56524800","279","279","279","174.944091796875","174.944091796875","174.944091796875"
"57344000","283","283","283","174.74073791503906","174.74073791503906","174.74073791503906"
"58163200","287","287","287","174.03822326660156","174.03822326660156","174.03822326660156"
"58982400","291","291","291","174.40365600585938","174.40365600585938","174.40365600585938"
"59801600","295","295","295","173.59536743164062","173.59536743164062","173.59536743164062"
"60620800","299","299","299","173.44554138183594","173.44554138183594","173.44554138183594"
"61440000","303","303","303","173.28099060058594","173.28099060058594","173.28099060058594"
"62259200","307","307","307","172.95326232910156","172.95326232910156","172.95326232910156"
"63078400","311","311","311","173.91526794433594","173.91526794433594","173.91526794433594"
"63897600","315","315","315","173.75613403320312","173.75613403320312","173.75613403320312"
"64716800","319","319","319","174.03475952148438","174.03475952148438","174.03475952148438"
"65536000","323","323","323","174.42250061035156","174.42250061035156","174.42250061035156"
"66355200","327","327","327","174.3095703125","174.3095703125","174.3095703125"
"67174400","331","331","331","174.5194091796875","174.5194091796875","174.5194091796875"
"67993600","335","335","335","174.4851531982422","174.4851531982422","174.4851531982422"
"68812800","339","339","339","174.05130004882812","174.05130004882812","174.05130004882812"
"69632000","343","343","343","174.3531951904297","174.3531951904297","174.3531951904297"
"70451200","347","347","347","174.8632354736328","174.8632354736328","174.8632354736328"
"71270400","351","351","351","172.92364501953125","172.92364501953125","172.92364501953125"
"72089600","355","355","355","174.5887908935547","174.5887908935547","174.5887908935547"
"72908800","359","359","359","174.84999084472656","174.84999084472656","174.84999084472656"
"73728000","363","363","363","174.98684692382812","174.98684692382812","174.98684692382812"
"74547200","367","367","367","174.7688446044922","174.7688446044922","174.7688446044922"
"75366400","371","371","371","174.26998901367188","174.26998901367188","174.26998901367188"
"76185600","375","375","375","174.8275909423828","174.8275909423828","174.8275909423828"
"77004800","379","379","379","174.82275390625","174.82275390625","174.82275390625"
"77824000","383","383","383","174.65191650390625","174.65191650390625","174.65191650390625"
"78643200","387","387","387","174.61007690429688","174.61007690429688","174.61007690429688"
"79462400","391","391","391","173.5961456298828","173.5961456298828","173.5961456298828"
"80281600","395","395","395","173.1287078857422","173.1287078857422","173.1287078857422"
"81100800","399","399","399","172.93460083007812","172.93460083007812","172.93460083007812"
"81920000","403","403","403","172.01792907714844","172.01792907714844","172.01792907714844"
"82739200","407","407","407","171.6409149169922","171.6409149169922","171.6409149169922"
"83558400","411","411","411","169.21780395507812","169.21780395507812","169.21780395507812"
"84377600","415","415","415","170.4701385498047","170.4701385498047","170.4701385498047"
"85196800","419","419","419","169.5417938232422","169.5417938232422","169.5417938232422"
"86016000","423","423","423","169.1210174560547","169.1210174560547","169.1210174560547"
"86835200","427","427","427","168.4161834716797","168.4161834716797","168.4161834716797"
"87654400","431","431","431","168.18446350097656","168.18446350097656","168.18446350097656"
"88473600","435","435","435","167.28439331054688","167.28439331054688","167.28439331054688"
"89292800","439","439","439","166.75962829589844","166.75962829589844","166.75962829589844"
"90112000","443","443","443","165.39999389648438","165.39999389648438","165.39999389648438"
"90931200","447","447","447","164.89999389648438","164.89999389648438","164.89999389648438"
"91750400","451","451","451","164.40187072753906","164.40187072753906","164.40187072753906"
"92569600","455","455","455","163.65345764160156","163.65345764160156","163.65345764160156"
"93388800","459","459","459","162.86085510253906","162.86085510253906","162.86085510253906"
"94208000","463","463","463","162.4112091064453","162.4112091064453","162.4112091064453"
"95027200","467","467","467","161.75","161.75","161.75"
"95846400","471","471","471","160.51515197753906","160.51515197753906","160.51515197753906"
"96665600","475","475","475","161.2857208251953","161.2857208251953","161.2857208251953"
"97484800","479","479","479","160.56521606445312","160.56521606445312","160.56521606445312"
"98304000","483","483","483","160.3577880859375","160.3577880859375","160.3577880859375"
"99123200","487","487","487","159.6548614501953","159.6548614501953","159.6548614501953"
"99942400","491","491","491","158.920166015625","158.920166015625","158.920166015625"
"100761600","495","495","495","158.2131805419922","158.2131805419922","158.2131805419922"
"101580800","499","499","499","157.6571502685547","157.6571502685547","157.6571502685547"
"102400000","503","503","503","157.3620147705078","157.3620147705078","157.3620147705078"
"103219200","507","507","507","157.00282287597656","157.00282287597656","157.00282287597656"
"104038400","511","511","511","156.4301300048828","156.4301300048828","156.4301300048828"
"104857600","515","515","515","155.7433624267578","155.7433624267578","155.7433624267578"
"105676800","519","519","519","155.4818115234375","155.4818115234375","155.4818115234375"
"106496000","523","523","523","155.06106567382812","155.06106567382812","155.06106567382812"
"107315200","527","527","527","154.96609497070312","154.96609497070312","154.96609497070312"
"108134400","531","531","531","154.42755126953125","154.42755126953125","154.42755126953125"
"108953600","535","535","535","154.21737670898438","154.21737670898438","154.21737670898438"
"109772800","539","539","539","153.72476196289062","153.72476196289062","153.72476196289062"
"110592000","543","543","543","153.47000122070312","153.47000122070312","153.47000122070312"
"111411200","547","547","547","153.40740966796875","153.40740966796875","153.40740966796875"
"112230400","551","551","551","153.07823181152344","153.07823181152344","153.07823181152344"
"113049600","555","555","555","153.1540985107422","153.1540985107422","153.1540985107422"
"113868800","559","559","559","153.1724090576172","153.1724090576172","153.1724090576172"
"114688000","563","563","563","152.70079040527344","152.70079040527344","152.70079040527344"
"115507200","567","567","567","152.54367065429688","152.54367065429688","152.54367065429688"
"116326400","571","571","571","152.28097534179688","152.28097534179688","152.28097534179688"
"117145600","575","575","575","151.77862548828125","151.77862548828125","151.77862548828125"
"117964800","579","579","579","151.58120727539062","151.58120727539062","151.58120727539062"
"118784000","583","583","583","151.60421752929688","151.60421752929688","151.60421752929688"
"119603200","587","587","587","151.20175170898438","151.20175170898438","151.20175170898438"
"120422400","591","591","591","151.04957580566406","151.04957580566406","151.04957580566406"
"121241600","595","595","595","150.7413787841797","150.7413787841797","150.7413787841797"
"122060800","599","599","599","150.67794799804688","150.67794799804688","150.67794799804688"
"122880000","603","603","603","150.383056640625","150.383056640625","150.383056640625"
"123699200","607","607","607","150.16964721679688","150.16964721679688","150.16964721679688"
"124518400","611","611","611","149.94117736816406","149.94117736816406","149.94117736816406"
"125337600","615","615","615","149.76905822753906","149.76905822753906","149.76905822753906"
"126156800","619","619","619","149.7118682861328","149.7118682861328","149.7118682861328"
"126976000","623","623","623","149.50433349609375","149.50433349609375","149.50433349609375"
"127795200","627","627","627","149.2818145751953","149.2818145751953","149.2818145751953"
"128614400","631","631","631","148.95651245117188","148.95651245117188","148.95651245117188"
"129433600","635","635","635","148.68931579589844","148.68931579589844","148.68931579589844"
"130252800","639","639","639","148.57144165039062","148.57144165039062","148.57144165039062"
"131072000","643","643","643","148.6885223388672","148.6885223388672","148.6885223388672"
"131891200","647","647","647","148.50819396972656","148.50819396972656","148.50819396972656"
"132710400","651","651","651","147.78152465820312","147.78152465820312","147.78152465820312"
"133529600","655","655","655","147.9618377685547","147.9618377685547","147.9618377685547"
"134348800","659","659","659","147.6752166748047","147.6752166748047","147.6752166748047"
"135168000","663","663","663","147.56756591796875","147.56756591796875","147.56756591796875"
"135987200","667","667","667","147.46212768554688","147.46212768554688","147.46212768554688"
"136806400","671","671","671","147.41175842285156","147.41175842285156","147.41175842285156"
"137625600","675","675","675","147.44000244140625","147.44000244140625","147.44000244140625"
"138444800","679","679","679","147.38462829589844","147.38462829589844","147.38462829589844"
"139264000","683","683","683","147.4339599609375","147.4339599609375","147.4339599609375"
"140083200","687","687","687","147.25439453125","147.25439453125","147.25439453125"
"140902400","691","691","691","147.2761993408203","147.2761993408203","147.2761993408203"
"141721600","695","695","695","146.9781036376953","146.9781036376953","146.9781036376953"
"142540800","699","699","699","145.85714721679688","145.85714721679688","145.85714721679688"
"143360000","703","703","703","146.63551330566406","146.63551330566406","146.63551330566406"
"144179200","707","707","707","146.6792449951172","146.6792449951172","146.6792449951172"
"144998400","711","711","711","146.40179443359375","146.40179443359375","146.40179443359375"
"145817600","715","715","715","146.07225036621094","146.07225036621094","146.07225036621094"
"146636800","719","719","719","146.2042694091797","146.2042694091797","146.2042694091797"
"147456000","723","723","723","146.19129943847656","146.19129943847656","146.19129943847656"
"148275200","727","727","727","146.03419494628906","146.03419494628906","146.03419494628906"
"149094400","731","731","731","146.3333282470703","146.3333282470703","146.3333282470703"
"149913600","735","735","735","146.2539825439453","146.2539825439453","146.2539825439453"
"150732800","739","739","739","146.21368408203125","146.21368408203125","146.21368408203125"
"151552000","743","743","743","146.20755004882812","146.20755004882812","146.20755004882812"
"152371200","747","747","747","146.14633178710938","146.14633178710938","146.14633178710938"
"153190400","751","751","751","146.1428680419922","146.1428680419922","146.1428680419922"
"154009600","755","755","755","146.03509521484375","146.03509521484375","146.03509521484375"
"154828800","759","759","759","145.2649688720703","145.2649688720703","145.2649688720703"
"155648000","763","763","763","145.73831176757812","145.73831176757812","145.73831176757812"
"156467200","767","767","767","145.6981201171875","145.6981201171875","145.6981201171875"
"157286400","771","771","771","145.68504333496094","145.68504333496094","145.68504333496094"
"158105600","775","775","775","145.58653259277344","145.58653259277344","145.58653259277344"
"158924800","779","779","779","145.5250701904297","145.5250701904297","145.5250701904297"
"159744000","783","783","783","145.54385375976562","145.54385375976562","145.54385375976562"
"160563200","787","787","787","145.5083465576172","145.5083465576172","145.5083465576172"
"161382400","791","791","791","145.42063903808594","145.42063903808594","145.42063903808594"
"162201600","795","795","795","145.36538696289062","145.36538696289062","145.36538696289062"
"163020800","799","799","799","145.3251953125","145.3251953125","145.3251953125"
"163840000","803","803","803","145.33644104003906","145.33644104003906","145.33644104003906"
"164659200","807","807","807","145.3515625","145.3515625","145.3515625"
"165478400","811","811","811","145.8867950439453","145.8867950439453","145.8867950439453"
"166297600","815","815","815","145.66363525390625","145.66363525390625","145.66363525390625"
"167116800","819","819","819","145.609375","145.609375","145.609375"
"167936000","823","823","823","145.53042602539062","145.53042602539062","145.53042602539062"
"168755200","827","827","827","145.54385375976562","145.54385375976562","145.54385375976562"
"169574400","831","831","831","145.58714294433594","145.58714294433594","145.58714294433594"
"170393600","835","835","835","145.49212646484375","145.49212646484375","145.49212646484375"
"171212800","839","839","839","145.3920135498047","145.3920135498047","145.3920135498047"
"172032000","843","843","843","145.32562255859375","145.32562255859375","145.32562255859375"
"172851200","847","847","847","145.2954559326172","145.2954559326172","145.2954559326172"
"173670400","851","851","851","144.5775909423828","144.5775909423828","144.5775909423828"
"174489600","855","855","855","145.19468688964844","145.19468688964844","145.19468688964844"
"175308800","859","859","859","145.036865234375","145.036865234375","145.036865234375"
"176128000","863","863","863","145","145","145"
"176947200","867","867","867","145.08572387695312","145.08572387695312","145.08572387695312"
"177766400","871","871","871","144.7948760986328","144.7948760986328","144.7948760986328"
"178585600","875","875","875","144.72032165527344","144.72032165527344","144.72032165527344"
"179404800","879","879","879","144.84356689453125","144.84356689453125","144.84356689453125"
"180224000","883","883","883","144.78260803222656","144.78260803222656","144.78260803222656"
"181043200","887","887","887","144.59048461914062","144.59048461914062","144.59048461914062"
"181862400","891","891","891","144.45713806152344","144.45713806152344","144.45713806152344"
"182681600","895","895","895","144.57144165039062","144.57144165039062","144.57144165039062"
"183500800","899","899","899","144.52679443359375","144.52679443359375","144.52679443359375"
"184320000","903","903","903","144.46153259277344","144.46153259277344","144.46153259277344"
"185139200","907","907","907","144.31582641601562","144.31582641601562","144.31582641601562"
"185958400","911","911","911","144.20513916015625","144.20513916015625","144.20513916015625"
"186777600","915","915","915","144.21929931640625","144.21929931640625","144.21929931640625"
"187596800","919","919","919","144.12612915039062","144.12612915039062","144.12612915039062"
"188416000","923","923","923","144.14048767089844","144.14048767089844","144.14048767089844"
"189235200","927","927","927","144.0291290283203","144.0291290283203","144.0291290283203"
"190054400","931","931","931","143.92913818359375","143.92913818359375","143.92913818359375"
"190873600","935","935","935","144.21817016601562","144.21817016601562","144.21817016601562"
"191692800","939","939","939","144.30555725097656","144.30555725097656","144.30555725097656"
"192512000","943","943","943","144.33042907714844","144.33042907714844","144.33042907714844"
"193331200","947","947","947","144.1428680419922","144.1428680419922","144.1428680419922"
"194150400","951","951","951","144.49586486816406","144.49586486816406","144.49586486816406"
"194969600","955","955","955","144.2882843017578","144.2882843017578","144.2882843017578"
"195788800","959","959","959","144.23703002929688","144.23703002929688","144.23703002929688"
"196608000","963","963","963","143.9593505859375","143.9593505859375","143.9593505859375"
"197427200","967","967","967","144.1052703857422","144.1052703857422","144.1052703857422"
"198246400","971","971","971","144.17857360839844","144.17857360839844","144.17857360839844"
"199065600","975","975","975","144.07920837402344","144.07920837402344","144.07920837402344"
"199884800","979","979","979","144.1739044189453","144.1739044189453","144.1739044189453"
"200704000","983","983","983","143.96434020996094","143.96434020996094","143.96434020996094"
"201523200","987","987","987","143.98095703125","143.98095703125","143.98095703125"
"202342400","991","991","991","144.03509521484375","144.03509521484375","144.03509521484375"
"203161600","995","995","995","143.92633056640625","143.92633056640625","143.92633056640625"
"203980800","999","999","999","144","144","144"
"204800000","1003","1003","1003","143.9327850341797","143.9327850341797","143.9327850341797"
"205619200","1007","1007","1007","144.07501220703125","144.07501220703125","144.07501220703125"
"206438400","1011","1011","1011","144.07208251953125","144.07208251953125","144.07208251953125"
"207257600","1015","1015","1015","144.02305603027344","144.02305603027344","144.02305603027344"
"208076800","1019","1019","1019","143.9352569580078","143.9352569580078","143.9352569580078"
"208896000","1023","1023","1023","143.75238037109375","143.75238037109375","143.75238037109375"
"209715200","1027","1027","1027","143.83050537109375","143.83050537109375","143.83050537109375"
"210534400","1031","1031","1031","143.73846435546875","143.73846435546875","143.73846435546875"
"211353600","1035","1035","1035","143.6320037841797","143.6320037841797","143.6320037841797"
"212172800","1039","1039","1039","143.6525421142578","143.6525421142578","143.6525421142578"
"212992000","1043","1043","1043","143.49166870117188","143.49166870117188","143.49166870117188"
"213811200","1047","1047","1047","143.5086212158203","143.5086212158203","143.5086212158203"
"214630400","1051","1051","1051","143.58824157714844","143.58824157714844","143.58824157714844"
"215449600","1055","1055","1055","143.68067932128906","143.68067932128906","143.68067932128906"
"216268800","1059","1059","1059","143.49618530273438","143.49618530273438","143.49618530273438"
"217088000","1063","1063","1063","143.30357360839844","143.30357360839844","143.30357360839844"
"217907200","1067","1067","1067","143.43809509277344","143.43809509277344","143.43809509277344"
"218726400","1071","1071","1071","143.51695251464844","143.51695251464844","143.51695251464844"
"219545600","1075","1075","1075","143.52992248535156","143.52992248535156","143.52992248535156"
"220364800","1079","1079","1079","143.68333435058594","143.68333435058594","143.68333435058594"
"221184000","1083","1083","1083","143.10317993164062","143.10317993164062","143.10317993164062"
"222003200","1087","1087","1087","143.50457763671875","143.50457763671875","143.50457763671875"
"222822400","1091","1091","1091","143.57144165039062","143.57144165039062","143.57144165039062"
"223641600","1095","1095","1095","143.62608337402344","143.62608337402344","143.62608337402344"
"224460800","1099","1099","1099","143","143","143"
"225280000","1103","1103","1103","143.60194396972656","143.60194396972656","143.60194396972656"
"226099200","1107","1107","1107","143.5462188720703","143.5462188720703","143.5462188720703"
"226918400","1111","1111","1111","143.54031372070312","143.54031372070312","143.54031372070312"
"227737600","1115","1115","1115","143.53773498535156","143.53773498535156","143.53773498535156"
"228556800","1119","1119","1119","143.5800018310547","143.5800018310547","143.5800018310547"
"229376000","1123","1123","1123","143.59292602539062","143.59292602539062","143.59292602539062"
"230195200","1127","1127","1127","143.47750854492188","143.47750854492188","143.47750854492188"
"231014400","1131","1131","1131","143.4608612060547","143.4608612060547","143.4608612060547"
"231833600","1135","1135","1135","143.46279907226562","143.46279907226562","143.46279907226562"
"232652800","1139","1139","1139","143.06153869628906","143.06153869628906","143.06153869628906"
"233472000","1143","1143","1143","143.49090576171875","143.49090576171875","143.49090576171875"
"234291200","1147","1147","1147","143.5137481689453","143.5137481689453","143.5137481689453"
"235110400","1151","1151","1151","143.54348754882812","143.54348754882812","143.54348754882812"
"235929600","1155","1155","1155","143.515869140625","143.515869140625","143.515869140625"
"236748800","1159","1159","1159","143.47169494628906","143.47169494628906","143.47169494628906"
"237568000","1163","1163","1163","143.5765838623047","143.5765838623047","143.5765838623047"
"238387200","1167","1167","1167","143.51852416992188","143.51852416992188","143.51852416992188"
"239206400","1171","1171","1171","143.5370330810547","143.5370330810547","143.5370330810547"
"240025600","1175","1175","1175","143.62095642089844","143.62095642089844","143.62095642089844"
"240844800","1179","1179","1179","143.61666870117188","143.61666870117188","143.61666870117188"
"241664000","1183","1183","1183","143.37815856933594","143.37815856933594","143.37815856933594"
"242483200","1187","1187","1187","143.55262756347656","143.55262756347656","143.55262756347656"
"243302400","1191","1191","1191","143.62384033203125","143.62384033203125","143.62384033203125"
"244121600","1195","1195","1195","143.61351013183594","143.61351013183594","143.61351013183594"
"244940800","1199","1199","1199","143.55453491210938","143.55453491210938","143.55453491210938"
