"global_step","DRRandom_04-01-36-40 - _step","DRRandom_04-01-36-40 - _step__MIN","DRRandom_04-01-36-40 - _step__MAX","DRRandom_04-01-36-40 - rewards/waypoint/step","DRRandom_04-01-36-40 - rewards/waypoint/step__MIN","DRRandom_04-01-36-40 - rewards/waypoint/step__MAX"
"66584576","511","511","511","6.535902500152588","6.535902500152588","6.535902500152588"
"67108864","515","515","515","6.46156644821167","6.46156644821167","6.46156644821167"
"67633152","519","519","519","5.928117752075195","5.928117752075195","5.928117752075195"
"68157440","523","523","523","6.123897075653076","6.123897075653076","6.123897075653076"
"68681728","527","527","527","6.292797088623047","6.292797088623047","6.292797088623047"
"69206016","531","531","531","6.768470764160156","6.768470764160156","6.768470764160156"
"69730304","535","535","535","6.492708683013916","6.492708683013916","6.492708683013916"
"70254592","539","539","539","6.429422855377197","6.429422855377197","6.429422855377197"
"70778880","543","543","543","6.165757179260254","6.165757179260254","6.165757179260254"
"71303168","547","547","547","6.68631649017334","6.68631649017334","6.68631649017334"
"71827456","551","551","551","6.765901565551758","6.765901565551758","6.765901565551758"
"72351744","555","555","555","6.37204647064209","6.37204647064209","6.37204647064209"
"72876032","559","559","559","6.325593948364258","6.325593948364258","6.325593948364258"
"73400320","563","563","563","6.553654193878174","6.553654193878174","6.553654193878174"
"73924608","567","567","567","6.66303825378418","6.66303825378418","6.66303825378418"
"74448896","571","571","571","6.722338676452637","6.722338676452637","6.722338676452637"
"74973184","575","575","575","6.189435958862305","6.189435958862305","6.189435958862305"
"75497472","579","579","579","6.274866104125977","6.274866104125977","6.274866104125977"
"76021760","583","583","583","6.697804927825928","6.697804927825928","6.697804927825928"
"76546048","587","587","587","6.700467586517334","6.700467586517334","6.700467586517334"
"77070336","591","591","591","6.4516167640686035","6.4516167640686035","6.4516167640686035"
"77594624","595","595","595","6.700704097747803","6.700704097747803","6.700704097747803"
"78118912","599","599","599","6.562259197235107","6.562259197235107","6.562259197235107"
"78643200","603","603","603","6.746194362640381","6.746194362640381","6.746194362640381"
"79167488","607","607","607","6.498319149017334","6.498319149017334","6.498319149017334"
"79691776","611","611","611","6.63088321685791","6.63088321685791","6.63088321685791"
"80216064","615","615","615","6.806621074676514","6.806621074676514","6.806621074676514"
"80740352","619","619","619","6.742242813110352","6.742242813110352","6.742242813110352"
"81264640","623","623","623","6.240842342376709","6.240842342376709","6.240842342376709"
"81788928","627","627","627","6.807999610900879","6.807999610900879","6.807999610900879"
"82313216","631","631","631","6.738201141357422","6.738201141357422","6.738201141357422"
"82837504","635","635","635","6.774979591369629","6.774979591369629","6.774979591369629"
"83361792","639","639","639","6.952574729919434","6.952574729919434","6.952574729919434"
"83886080","643","643","643","6.985705375671387","6.985705375671387","6.985705375671387"
"84410368","647","647","647","7.086968898773193","7.086968898773193","7.086968898773193"
"84934656","651","651","651","6.4792938232421875","6.4792938232421875","6.4792938232421875"
"85458944","655","655","655","7.151116371154785","7.151116371154785","7.151116371154785"
"85983232","659","659","659","6.819220542907715","6.819220542907715","6.819220542907715"
"86507520","663","663","663","7.228780269622803","7.228780269622803","7.228780269622803"
"87031808","667","667","667","7.0691728591918945","7.0691728591918945","7.0691728591918945"
"87556096","671","671","671","6.9077582359313965","6.9077582359313965","6.9077582359313965"
"88080384","675","675","675","7.419715881347656","7.419715881347656","7.419715881347656"
"88604672","679","679","679","7.130266189575195","7.130266189575195","7.130266189575195"
"89128960","683","683","683","7.30126953125","7.30126953125","7.30126953125"
"89653248","687","687","687","6.878610134124756","6.878610134124756","6.878610134124756"
"90177536","691","691","691","7.1785430908203125","7.1785430908203125","7.1785430908203125"
"90701824","695","695","695","6.850508689880371","6.850508689880371","6.850508689880371"
"91226112","699","699","699","7.003842830657959","7.003842830657959","7.003842830657959"
"91750400","703","703","703","7.233475685119629","7.233475685119629","7.233475685119629"
"92274688","707","707","707","6.846996784210205","6.846996784210205","6.846996784210205"
"92798976","711","711","711","6.924523830413818","6.924523830413818","6.924523830413818"
"93323264","715","715","715","6.946443557739258","6.946443557739258","6.946443557739258"
"93847552","719","719","719","7.14295768737793","7.14295768737793","7.14295768737793"
"94371840","723","723","723","6.512504577636719","6.512504577636719","6.512504577636719"
"94896128","727","727","727","7.004338264465332","7.004338264465332","7.004338264465332"
"95420416","731","731","731","6.903214454650879","6.903214454650879","6.903214454650879"
"95944704","735","735","735","7.041469573974609","7.041469573974609","7.041469573974609"
"96468992","739","739","739","7.216410160064697","7.216410160064697","7.216410160064697"
"96993280","743","743","743","6.630960941314697","6.630960941314697","6.630960941314697"
"97517568","747","747","747","7.188987731933594","7.188987731933594","7.188987731933594"
"98041856","751","751","751","6.736874103546143","6.736874103546143","6.736874103546143"
"98566144","755","755","755","6.901115417480469","6.901115417480469","6.901115417480469"
"99090432","759","759","759","6.75602388381958","6.75602388381958","6.75602388381958"
"99614720","763","763","763","7.198111534118652","7.198111534118652","7.198111534118652"
"100139008","767","767","767","7.523478984832764","7.523478984832764","7.523478984832764"
"100663296","771","771","771","7.129534721374512","7.129534721374512","7.129534721374512"
"101187584","775","775","775","7.111288070678711","7.111288070678711","7.111288070678711"
"101711872","779","779","779","6.88132381439209","6.88132381439209","6.88132381439209"
"102236160","783","783","783","7.262330532073975","7.262330532073975","7.262330532073975"
"102760448","787","787","787","6.881655693054199","6.881655693054199","6.881655693054199"
"103284736","791","791","791","7.353057861328125","7.353057861328125","7.353057861328125"
"103809024","795","795","795","6.84916877746582","6.84916877746582","6.84916877746582"
"104333312","799","799","799","7.093222618103027","7.093222618103027","7.093222618103027"
"104857600","803","803","803","7.301916122436523","7.301916122436523","7.301916122436523"
"105381888","807","807","807","7.092842102050781","7.092842102050781","7.092842102050781"
"105906176","811","811","811","7.062440872192383","7.062440872192383","7.062440872192383"
"106430464","815","815","815","7.167042255401611","7.167042255401611","7.167042255401611"
"106954752","819","819","819","7.39916467666626","7.39916467666626","7.39916467666626"
"107479040","823","823","823","7.27938985824585","7.27938985824585","7.27938985824585"
"108003328","827","827","827","6.991603851318359","6.991603851318359","6.991603851318359"
"108527616","831","831","831","7.206880569458008","7.206880569458008","7.206880569458008"
"109051904","835","835","835","7.619587421417236","7.619587421417236","7.619587421417236"
"109576192","839","839","839","7.242472171783447","7.242472171783447","7.242472171783447"
"110100480","843","843","843","6.992647171020508","6.992647171020508","6.992647171020508"
"110624768","847","847","847","7.162746429443359","7.162746429443359","7.162746429443359"
"111149056","851","851","851","7.0666022300720215","7.0666022300720215","7.0666022300720215"
"111673344","855","855","855","7.212789535522461","7.212789535522461","7.212789535522461"
"112197632","859","859","859","6.812145233154297","6.812145233154297","6.812145233154297"
"112721920","863","863","863","7.695314884185791","7.695314884185791","7.695314884185791"
"113246208","867","867","867","7.1747660636901855","7.1747660636901855","7.1747660636901855"
"113770496","871","871","871","7.334959030151367","7.334959030151367","7.334959030151367"
"114294784","875","875","875","7.330878257751465","7.330878257751465","7.330878257751465"
"114819072","879","879","879","7.39572286605835","7.39572286605835","7.39572286605835"
"115343360","883","883","883","7.312912464141846","7.312912464141846","7.312912464141846"
"115867648","887","887","887","7.106296062469482","7.106296062469482","7.106296062469482"
"116391936","891","891","891","6.97661828994751","6.97661828994751","6.97661828994751"
"116916224","895","895","895","7.264525413513184","7.264525413513184","7.264525413513184"
"117440512","899","899","899","7.595158100128174","7.595158100128174","7.595158100128174"
"117964800","903","903","903","7.20539665222168","7.20539665222168","7.20539665222168"
"118489088","907","907","907","7.043442249298096","7.043442249298096","7.043442249298096"
"119013376","911","911","911","7.306443691253662","7.306443691253662","7.306443691253662"
"119537664","915","915","915","7.22641658782959","7.22641658782959","7.22641658782959"
"120061952","919","919","919","7.739482402801514","7.739482402801514","7.739482402801514"
"120586240","923","923","923","7.59670877456665","7.59670877456665","7.59670877456665"
"121110528","927","927","927","7.28670597076416","7.28670597076416","7.28670597076416"
"121634816","931","931","931","7.536615371704102","7.536615371704102","7.536615371704102"
"122159104","935","935","935","7.3500657081604","7.3500657081604","7.3500657081604"
"122683392","939","939","939","7.762429714202881","7.762429714202881","7.762429714202881"
"123207680","943","943","943","7.346175193786621","7.346175193786621","7.346175193786621"
"123731968","947","947","947","7.305591106414795","7.305591106414795","7.305591106414795"
"124256256","951","951","951","7.313337326049805","7.313337326049805","7.313337326049805"
"124780544","955","955","955","7.2899169921875","7.2899169921875","7.2899169921875"
"125304832","959","959","959","7.166719436645508","7.166719436645508","7.166719436645508"
"125829120","963","963","963","7.839059829711914","7.839059829711914","7.839059829711914"
"126353408","967","967","967","7.5298285484313965","7.5298285484313965","7.5298285484313965"
"126877696","971","971","971","7.62220573425293","7.62220573425293","7.62220573425293"
"127401984","975","975","975","7.639407634735107","7.639407634735107","7.639407634735107"
"127926272","979","979","979","7.36777925491333","7.36777925491333","7.36777925491333"
"128450560","983","983","983","6.964623928070068","6.964623928070068","6.964623928070068"
"128974848","987","987","987","7.913332939147949","7.913332939147949","7.913332939147949"
"129499136","991","991","991","7.535989284515381","7.535989284515381","7.535989284515381"
"130023424","995","995","995","7.576379299163818","7.576379299163818","7.576379299163818"
"130547712","999","999","999","7.6734747886657715","7.6734747886657715","7.6734747886657715"
"131072000","1003","1003","1003","7.469437599182129","7.469437599182129","7.469437599182129"
"131596288","1007","1007","1007","7.081441402435303","7.081441402435303","7.081441402435303"
"132120576","1011","1011","1011","7.249288558959961","7.249288558959961","7.249288558959961"
"132644864","1015","1015","1015","7.48455286026001","7.48455286026001","7.48455286026001"
"133169152","1019","1019","1019","7.430430889129639","7.430430889129639","7.430430889129639"
"133693440","1023","1023","1023","7.086582660675049","7.086582660675049","7.086582660675049"
"134217728","1027","1027","1027","7.360050678253174","7.360050678253174","7.360050678253174"
"134742016","1031","1031","1031","7.550405502319336","7.550405502319336","7.550405502319336"
"135266304","1035","1035","1035","6.995088577270508","6.995088577270508","6.995088577270508"
"135790592","1039","1039","1039","7.732560634613037","7.732560634613037","7.732560634613037"
"136314880","1043","1043","1043","7.704076290130615","7.704076290130615","7.704076290130615"
"136839168","1047","1047","1047","7.6212286949157715","7.6212286949157715","7.6212286949157715"
"137363456","1051","1051","1051","7.739424705505371","7.739424705505371","7.739424705505371"
"137887744","1055","1055","1055","7.4434027671813965","7.4434027671813965","7.4434027671813965"
"138412032","1059","1059","1059","8.022194862365723","8.022194862365723","8.022194862365723"
"138936320","1063","1063","1063","7.558815002441406","7.558815002441406","7.558815002441406"
"139460608","1067","1067","1067","8.035919189453125","8.035919189453125","8.035919189453125"
"139984896","1071","1071","1071","7.000513076782227","7.000513076782227","7.000513076782227"
"140509184","1075","1075","1075","7.412755489349365","7.412755489349365","7.412755489349365"
"141033472","1079","1079","1079","7.21217155456543","7.21217155456543","7.21217155456543"
"141557760","1083","1083","1083","7.495734691619873","7.495734691619873","7.495734691619873"
"142082048","1087","1087","1087","7.764025688171387","7.764025688171387","7.764025688171387"
"142606336","1091","1091","1091","7.325047492980957","7.325047492980957","7.325047492980957"
"143130624","1095","1095","1095","7.5794267654418945","7.5794267654418945","7.5794267654418945"
"143654912","1099","1099","1099","7.946115016937256","7.946115016937256","7.946115016937256"
"144179200","1103","1103","1103","7.588508605957031","7.588508605957031","7.588508605957031"
"144703488","1107","1107","1107","7.724510192871094","7.724510192871094","7.724510192871094"
"145227776","1111","1111","1111","7.604356288909912","7.604356288909912","7.604356288909912"
"145752064","1115","1115","1115","7.39158296585083","7.39158296585083","7.39158296585083"
"146276352","1119","1119","1119","7.880880355834961","7.880880355834961","7.880880355834961"
"146800640","1123","1123","1123","7.6746745109558105","7.6746745109558105","7.6746745109558105"
"147324928","1127","1127","1127","7.788193702697754","7.788193702697754","7.788193702697754"
"147849216","1131","1131","1131","7.677944183349609","7.677944183349609","7.677944183349609"
"148373504","1135","1135","1135","7.50929069519043","7.50929069519043","7.50929069519043"
"148897792","1139","1139","1139","7.938419818878174","7.938419818878174","7.938419818878174"
"149422080","1143","1143","1143","8.022515296936035","8.022515296936035","8.022515296936035"
"149946368","1147","1147","1147","8.046234130859375","8.046234130859375","8.046234130859375"
"150470656","1151","1151","1151","7.980175495147705","7.980175495147705","7.980175495147705"
"150994944","1155","1155","1155","8.147417068481445","8.147417068481445","8.147417068481445"
"151519232","1159","1159","1159","7.655097484588623","7.655097484588623","7.655097484588623"
"152043520","1163","1163","1163","8.248178482055664","8.248178482055664","8.248178482055664"
"152567808","1167","1167","1167","7.6828484535217285","7.6828484535217285","7.6828484535217285"
"153092096","1171","1171","1171","7.76570987701416","7.76570987701416","7.76570987701416"
"153616384","1175","1175","1175","7.525728702545166","7.525728702545166","7.525728702545166"
"154140672","1179","1179","1179","7.932643890380859","7.932643890380859","7.932643890380859"
"154664960","1183","1183","1183","7.911144733428955","7.911144733428955","7.911144733428955"
"155189248","1187","1187","1187","7.754637241363525","7.754637241363525","7.754637241363525"
"155713536","1191","1191","1191","7.574274063110352","7.574274063110352","7.574274063110352"
"156237824","1195","1195","1195","7.779487609863281","7.779487609863281","7.779487609863281"
"156762112","1199","1199","1199","8.112700462341309","8.112700462341309","8.112700462341309"
"157286400","1203","1203","1203","7.838272571563721","7.838272571563721","7.838272571563721"
"157810688","1207","1207","1207","7.802767276763916","7.802767276763916","7.802767276763916"
"158334976","1211","1211","1211","7.6661858558654785","7.6661858558654785","7.6661858558654785"
"158859264","1215","1215","1215","7.827589511871338","7.827589511871338","7.827589511871338"
"159383552","1219","1219","1219","7.947350978851318","7.947350978851318","7.947350978851318"
"159907840","1223","1223","1223","8.124067306518555","8.124067306518555","8.124067306518555"
"160432128","1227","1227","1227","7.785157680511475","7.785157680511475","7.785157680511475"
"160956416","1231","1231","1231","8.209303855895996","8.209303855895996","8.209303855895996"
"161480704","1235","1235","1235","7.830549716949463","7.830549716949463","7.830549716949463"
"162004992","1239","1239","1239","8.542902946472168","8.542902946472168","8.542902946472168"
"162529280","1243","1243","1243","7.9089860916137695","7.9089860916137695","7.9089860916137695"
"163053568","1247","1247","1247","7.939515590667725","7.939515590667725","7.939515590667725"
"163577856","1251","1251","1251","8.161150932312012","8.161150932312012","8.161150932312012"
"164102144","1255","1255","1255","8.026602745056152","8.026602745056152","8.026602745056152"
"164626432","1259","1259","1259","8.134658813476562","8.134658813476562","8.134658813476562"
"165150720","1263","1263","1263","8.056543350219727","8.056543350219727","8.056543350219727"
"165675008","1267","1267","1267","8.032219886779785","8.032219886779785","8.032219886779785"
"166199296","1271","1271","1271","7.928641319274902","7.928641319274902","7.928641319274902"
"166723584","1275","1275","1275","8.032750129699707","8.032750129699707","8.032750129699707"
"167247872","1279","1279","1279","8.116740226745605","8.116740226745605","8.116740226745605"
"167772160","1283","1283","1283","8.385311126708984","8.385311126708984","8.385311126708984"
"168296448","1287","1287","1287","8.009857177734375","8.009857177734375","8.009857177734375"
"168820736","1291","1291","1291","8.440157890319824","8.440157890319824","8.440157890319824"
"169345024","1295","1295","1295","7.35880184173584","7.35880184173584","7.35880184173584"
"169869312","1299","1299","1299","8.245138168334961","8.245138168334961","8.245138168334961"
"170393600","1303","1303","1303","8.08566951751709","8.08566951751709","8.08566951751709"
"170917888","1307","1307","1307","7.938951015472412","7.938951015472412","7.938951015472412"
"171442176","1311","1311","1311","8.19949722290039","8.19949722290039","8.19949722290039"
"171966464","1315","1315","1315","8.252984046936035","8.252984046936035","8.252984046936035"
"172490752","1319","1319","1319","8.381861686706543","8.381861686706543","8.381861686706543"
"173015040","1323","1323","1323","8.225072860717773","8.225072860717773","8.225072860717773"
"173539328","1327","1327","1327","8.08989429473877","8.08989429473877","8.08989429473877"
"174063616","1331","1331","1331","8.02407169342041","8.02407169342041","8.02407169342041"
"174587904","1335","1335","1335","8.02691650390625","8.02691650390625","8.02691650390625"
"175112192","1339","1339","1339","8.37936782836914","8.37936782836914","8.37936782836914"
"175636480","1343","1343","1343","8.215612411499023","8.215612411499023","8.215612411499023"
"176160768","1347","1347","1347","8.289047241210938","8.289047241210938","8.289047241210938"
"176685056","1351","1351","1351","8.291799545288086","8.291799545288086","8.291799545288086"
"177209344","1355","1355","1355","8.093093872070312","8.093093872070312","8.093093872070312"
"177733632","1359","1359","1359","8.042535781860352","8.042535781860352","8.042535781860352"
"178257920","1363","1363","1363","8.466920852661133","8.466920852661133","8.466920852661133"
"178782208","1367","1367","1367","8.526824951171875","8.526824951171875","8.526824951171875"
"179306496","1371","1371","1371","8.344218254089355","8.344218254089355","8.344218254089355"
"179830784","1375","1375","1375","8.316176414489746","8.316176414489746","8.316176414489746"
"180355072","1379","1379","1379","8.090601921081543","8.090601921081543","8.090601921081543"
"180879360","1383","1383","1383","8.195404052734375","8.195404052734375","8.195404052734375"
"181403648","1387","1387","1387","8.343189239501953","8.343189239501953","8.343189239501953"
"181927936","1391","1391","1391","8.326967239379883","8.326967239379883","8.326967239379883"
"182452224","1395","1395","1395","8.003341674804688","8.003341674804688","8.003341674804688"
"182976512","1399","1399","1399","8.03046989440918","8.03046989440918","8.03046989440918"
"183500800","1403","1403","1403","8.644977569580078","8.644977569580078","8.644977569580078"
"184025088","1407","1407","1407","8.47867202758789","8.47867202758789","8.47867202758789"
"184549376","1411","1411","1411","8.49068546295166","8.49068546295166","8.49068546295166"
"185073664","1415","1415","1415","8.331771850585938","8.331771850585938","8.331771850585938"
"185597952","1419","1419","1419","8.386968612670898","8.386968612670898","8.386968612670898"
"186122240","1423","1423","1423","8.105223655700684","8.105223655700684","8.105223655700684"
"186646528","1427","1427","1427","8.137970924377441","8.137970924377441","8.137970924377441"
"187170816","1431","1431","1431","8.637053489685059","8.637053489685059","8.637053489685059"
"187695104","1435","1435","1435","8.30716323852539","8.30716323852539","8.30716323852539"
"188219392","1439","1439","1439","8.47636604309082","8.47636604309082","8.47636604309082"
"188743680","1443","1443","1443","8.458828926086426","8.458828926086426","8.458828926086426"
"189267968","1447","1447","1447","8.72260856628418","8.72260856628418","8.72260856628418"
"189792256","1451","1451","1451","8.57436466217041","8.57436466217041","8.57436466217041"
"190316544","1455","1455","1455","8.383190155029297","8.383190155029297","8.383190155029297"
"190840832","1459","1459","1459","8.351125717163086","8.351125717163086","8.351125717163086"
